Startup received!

I ,time,shin_cal_tot,shin_cal_gyr,shin_cal_acc,shin_cal_mag | foot_cal_tot,foot_cal_gyr,foot_cal_acc,foot_cal_mag | shin_qw,shin_qx,shin_qy,shin_qz | foot_qw,foot_qx,foot_qy,foot_qz | shin_ax,shin_ay,shin_az | foot_ax,foot_ay,foot_az
F ,time | val
L ,time | val
M ,time | potL_cur,potR_cur | potL_adj,potR_adj | targetPotL,targetPotR | motorCmdL,motorCmdR
LOG,time | msg
ERR,msg

LOG,97977 | Motors started.
I ,170321,0,3,1,3,0,3,1,0,-0.4011,0.6192,0.3044,0.6024,0.0687,-0.1397,0.0382,-0.987,9.06,-1.37,-0.5,2.6,194.88,0.02
F ,170327,323
I ,170334,0,3,1,3,0,3,1,0,-0.398,0.6176,0.0002,-2.6263,0.0003,0.0259,0.0003,0.0256,-39.48,62.65,28.86,81.92,6.65,294.41
L ,170355,107
I ,170361,0,3,1,3,0,3,1,0,-0.389,0.6331,0.3018,0.5971,0.0682,-0.1417,0.0397,-0.9867,9.39,-2.94,-1.98,0.02,-262.37,1.06
I ,170385,0,3,1,3,0,3,1,0,-0.3843,0.6389,0.3013,0.5943,0.0678,-0.1423,0.0402,-0.9866,9.6,-2.32,-1.91,2.58,-1.22,9.19
F ,170387,109
I ,170395,0,3,1,3,0,3,1,0,-0.3822,0.6416,0.3012,0.5928,0.0677,-0.1427,0.0404,-0.9866,9.65,-2.41,-1.82,2.66,-1.15,9.1
F ,170405,242
L ,170405,114
L ,170411,115
I ,170421,0,3,1,3,0,3,1,0,-0.3767,0.6489,0.3008,0.5886,0.0673,-0.1441,0.0412,-0.9863,9.81,-2.06,-1.79,3.14,-1.03,9.78
F ,170421,213
L ,170421,117
I ,170435,0,3,1,3,0,3,1,0,-0.3751,0.6511,0.3007,0.5872,0.0672,-0.1447,0.0416,-0.9862,9.31,-1.96,-1.97,2.68,-1.14,9.06
F ,170435,212
L ,170435,120
I ,170445,0,3,1,3,0,3,1,0,-0.3736,0.6532,0.3004,0.5859,0.0671,-0.1455,0.0422,-0.9861,9.43,-2.04,-1.98,2.79,-1.02,9.31
F ,170445,199
L ,170445,123
I ,170455,0,3,1,3,0,3,1,0,-0.3721,0.6553,0.3001,0.5847,0.0671,-0.1461,0.0429,-0.986,9.42,-2.13,-1.37,2.84,-1.11,9.22
F ,170455,172
L ,170455,124
I ,170461,0,3,1,3,0,3,1,0,-0.3705,0.6575,0.2997,0.5834,0.067,-0.1469,0.0435,-0.9859,9.42,-2.13,-1.37,2.84,-1.11,9.22
F ,170461,191
L ,170461,126
F ,170471,175
L ,170471,2633
F ,170485,180
L ,170485,131
I ,170495,0,3,1,3,0,3,1,0,-0.3654,0.6643,0.2984,0.5797,0.0669,-0.1494,0.0458,-0.9854,9.39,-2.5,-0.63,2.93,-1.26,9.4
F ,170495,151
L ,170495,133
I ,170505,0,3,1,3,0,3,1,0,-0.3637,0.6665,0.298,0.5783,0.0669,-0.1503,0.0465,-0.9852,9.52,-2.45,-0.74,2.77,-1.21,9.3
F ,170505,150
L ,170505,136
I ,170511,0,3,1,3,0,3,1,0,-0.3619,0.6689,0.2976,0.5769,0.0669,-0.1513,0.0471,-0.9851,9.52,-2.45,-0.74,2.77,-1.21,9.3
F ,170511,112
L ,170511,137
I ,170521,0,3,1,3,0,3,1,0,-0.3599,0.6713,0.2972,0.5755,0.0669,-0.1525,0.0479,-0.9848,9.39,-2.38,-0.33,2.73,-1.33,9.11
L ,170521,139
I ,170561,0,3,1,3,0,3,1,0,-0.351,0.6822,0.2957,0.569,0.0668,-0.1579,0.0509,-0.9838,8.89,-2.88,-0.69,2.9,-1.01,9.15
F ,170561,102
L ,170561,151
I ,170571,0,3,1,3,0,3,1,0,-0.3485,0.6852,0.2954,0.5671,0.0667,-0.1594,0.0517,-0.9835,8.92,-3.08,-0.93,2.82,-1.37,8.96
F ,170571,100
L ,170571,155
I ,170585,0,3,1,3,0,3,1,0,-0.3456,0.6883,0.295,0.5653,0.0665,-0.1611,0.0526,-0.9832,9.01,-3.49,-1.04,2.98,-1.59,9.06
F ,170585,87
L ,170585,160
I ,170595,0,3,1,3,0,3,1,0,-0.3425,0.6915,0.2946,0.5635,0.0663,-0.1628,0.0535,-0.9829,8.94,-3.6,-1.07,2.93,-1.66,9.1
F ,170595,68
L ,170595,164
I ,170605,0,3,1,3,0,3,1,0,-0.3394,0.6948,0.2941,0.5617,0.0659,-0.1646,0.0543,-0.9826,9.23,-3.52,-1.55,2.82,-2.03,9.14
F ,170605,68
L ,170605,167
I ,170611,0,3,1,3,0,3,1,0,-0.3361,0.6981,0.2938,0.5597,0.0655,-0.1665,0.0549,-0.9822,9.23,-3.52,-1.55,2.82,-2.03,9.14
F ,170611,66
L ,170611,169
I ,170621,0,3,1,3,0,3,1,0,-0.3328,0.7014,0.2936,0.5576,0.0652,-0.1686,0.0554,-0.9819,9.0,-3.1,-1.05,2.44,-1.62,8.76
F ,170621,64
L ,170621,172
I ,170635,0,3,1,3,0,3,1,0,-0.3295,0.7048,0.2935,0.5554,0.065,-0.171,0.056,-0.9815,9.35,-2.35,-1.4,2.93,-1.17,8.97
F ,170635,65
L ,170635,177
I ,170645,0,3,1,3,0,3,1,0,-0.3262,0.7081,0.2934,0.5531,0.0647,-0.174,0.0567,-0.9809,9.38,-2.07,-1.5,3.08,-1.39,8.97
F ,170645,56
L ,170645,179
I ,170655,0,3,1,3,0,3,1,0,-0.3229,0.7116,0.2935,0.5505,0.0646,-0.1773,0.0575,-0.9803,9.31,-1.84,-1.65,3.08,-1.39,8.97
F ,170655,57
L ,170655,180
F ,170657,53
L ,170657,181
I ,170661,0,3,1,3,0,3,1,0,-0.3194,0.715,0.2935,0.548,0.0645,-0.1807,0.0584,-0.9796,9.31,-1.84,-1.65,3.2,-1.35,8.96
M ,170661,873,248,873.0,248.0,323,700,1400,1600
I ,170671,0,3,1,3,0,3,1,0,-0.3157,0.7186,0.2935,0.5454,0.0643,-0.1845,0.0593,-0.9788,9.15,-2.2,-1.87,3.35,-1.26,8.97
F ,170672,50
L ,170672,184
I ,170685,0,3,1,3,0,3,1,0,-0.3121,0.7223,0.2936,0.5427,0.0643,-0.1886,0.0601,-0.978,8.89,-2.5,-1.83,3.36,-1.49,8.84
F ,170685,38
L ,170685,186
M ,170685,873,248,873.0,248.0,323,700,1400,1600
F ,170687,39
L ,170687,186
I ,170705,0,3,1,3,0,3,1,0,-0.3046,0.7297,0.2941,0.5367,0.064,-0.1973,0.0617,-0.9762,9.18,-2.27,-2.19,3.49,-1.6,8.97
F ,170705,41
L ,170705,188
M ,170705,873,248,873.0,248.0,323,700,1400,1600
I ,170735,0,3,1,3,0,3,1,0,-0.2919,0.7418,0.2943,0.527,0.0626,-0.2121,0.0618,-0.9732,8.89,-2.33,-1.49,3.65,-1.98,8.84
F ,170735,32
I ,170745,0,3,1,3,0,3,1,0,-0.2869,0.7462,0.2939,0.5237,0.0618,-0.2177,0.0611,-0.9721,8.89,-2.38,-1.29,3.76,-1.6,8.81
F ,170745,64
L ,170745,190
M ,170745,873,248,873.0,248.0,323,700,1400,1600
F ,170747,58
L ,170747,190
I ,170756,0,3,1,3,0,3,1,0,-0.2817,0.7509,0.2935,0.5201,0.0607,-0.2238,0.0602,-0.9708,9.22,-2.71,-0.81,3.85,-2.55,2.45
F ,170761,45
L ,170761,188
M ,170761,873,248,873.0,248.0,323,700,1400,1600
I ,170772,0,3,1,3,0,3,1,0,-0.271,0.7606,0.2933,0.5117,0.0574,-0.2375,0.0579,-0.9679,9.68,-3.02,-0.75,3.9,-1.49,8.69
F ,170772,64
L ,170772,182
M ,170772,873,248,873.0,248.0,323,700,1400,1600
F ,170777,64
L ,170777,178
I ,170785,0,3,1,3,0,3,1,0,-0.2658,0.7656,0.2935,0.5068,0.0552,-0.2454,0.0565,-0.9661,10.27,-2.06,0.99,3.71,-1.75,8.86
M ,170785,873,248,873.0,248.0,323,700,1400,1600
I ,170795,0,3,1,3,0,3,1,0,-0.2603,0.7708,0.2939,0.5017,0.053,-0.254,0.0547,-0.9641,10.1,-2.03,1.62,3.5,-1.72,9.03
F ,170795,46
L ,170795,169
M ,170795,873,248,873.0,248.0,323,700,1400,1600
I ,170805,0,3,1,3,0,3,1,0,-0.2546,0.7761,0.2943,0.496,0.051,-0.2636,0.0526,-0.9618,9.61,-1.92,2.1,3.86,-0.81,8.8
F ,170805,70
L ,170805,163
M ,170805,873,248,873.0,248.0,323,700,1400,1600
I ,170812,0,3,1,3,0,3,1,0,-0.2487,0.7817,0.295,0.4898,0.0491,-0.2741,0.0507,-0.9591,9.61,-1.92,2.1,4.32,-1.0,8.42
F ,170812,83
L ,170812,159
M ,170812,873,248,873.0,248.0,323,700,1400,1600
I ,170822,0,3,1,3,0,3,1,0,-0.2427,0.7875,0.2962,0.4827,0.0473,-0.2856,0.0488,-0.9559,9.68,-1.75,2.1,4.36,-1.39,8.14
F ,170822,52
L ,170822,150
M ,170822,873,248,873.0,248.0,323,700,1400,1600
F ,170827,47
L ,170827,146
I ,170835,0,3,1,3,0,3,1,0,-0.2365,0.7937,0.2977,0.4747,0.0455,-0.2981,0.0469,-0.9522,11.18,-1.0,1.16,4.76,-0.6,8.69
M ,170835,873,248,873.0,248.0,323,700,1400,1600
F ,170837,33291
F ,170855,47
L ,170855,107
M ,170855,873,248,873.0,248.0,323,700,1400,1600
I ,170862,0,3,1,3,0,3,1,0,-0.2158,0.8135,0.3026,0.447,0.0409,-0.3415,0.0464,-0.9378,12.61,1.02,-0.23,4.82,-1.44,9.85
F ,170862,64
L ,170862,1
F ,170867,63
F ,170895,73
L ,170895,107
M ,170895,873,248,873.0,248.0,323,700,1400,1600
L ,170897,107
I ,170922,0,3,1,3,0,3,1,0,-0.1475,0.8602,0.2897,0.3927,0.0221,-0.4804,0.0794,-0.8731,10.14,5.4,-2.24,11.0,0.97,17.34
F ,170922,57
L ,170922,106
I ,170935,0,3,1,3,0,3,1,0,-0.1319,0.8685,0.2826,0.3851,0.0125,-0.5071,0.0902,-0.857,12.14,1.38,-10.72,13.22,-1.57,16.8
F ,170935,55
L ,170935,107
M ,170935,873,248,873.0,248.0,323,700,1400,1600
I ,170945,0,3,1,3,0,3,1,0,-0.1159,0.8765,0.2746,0.3778,0.0003,-0.5317,0.1008,-0.8408,11.06,3.2,-10.35,14.43,-0.73,17.34
F ,170945,70
L ,170945,107
M ,170945,873,248,873.0,248.0,323,700,1400,1600
I ,170955,0,3,1,3,0,3,1,0,-0.1002,0.8837,0.2659,0.3717,-0.015,-0.5528,0.1133,-0.8253,9.27,2.38,-8.69,8.55,-0.2,12.09
F ,170955,73
L ,170955,107
M ,170955,873,248,873.0,248.0,323,700,1400,1600
I ,170962,0,3,1,3,0,3,1,0,-0.0854,0.8903,0.2568,0.3662,-0.0343,-0.5705,0.1303,-0.8101,9.27,2.38,-8.69,8.68,1.45,12.72
F ,170962,72
L ,170962,108
M ,170962,873,248,873.0,248.0,323,700,1400,1600
I ,170972,0,3,1,3,0,3,1,0,-0.0722,0.8963,0.2478,0.3605,-0.0579,-0.5847,0.1503,-0.7949,8.93,1.73,-11.56,2.95,0.03,9.84
F ,170972,76
L ,170972,107
M ,170972,873,248,873.0,248.0,323,700,1400,1600
I ,170985,0,3,1,3,0,3,1,0,-0.0602,0.9016,0.2388,0.3555,-0.0842,-0.5953,0.1648,-0.7818,7.78,4.21,-11.18,14.56,-2.15,26.55
F ,170985,76
L ,170985,107
M ,170985,874,248,874.0,248.0,323,700,1400,1600
M ,171005,873,21,3474.0,-1557.0,59533,1685,57875,544
F ,171012,86
L ,171012,107
M ,171012,873,248,873.0,-2045.0,39680,25605,64517,30730
F ,171035,87
L ,171035,107
I ,171045,0,3,1,3,0,3,1,0,0.0062,0.9214,0.1711,0.3488,-0.2031,-0.5858,0.1529,-0.7695,8.6,2.71,-11.15,-3.3,-2.97,4.11
F ,171045,81
I ,171055,0,3,1,3,0,3,1,0,0.0114,0.9223,0.161,0.3511,-0.2139,-0.5805,0.1508,-0.7709,6.3,5.23,-8.43,-1.02,81.92,6.68
M ,171055,873,248,873.0,248.0,923,100,1532,1400
I ,171062,0,3,1,3,0,3,1,0,0.0156,0.9219,0.1519,0.3558,-0.2223,-0.5736,0.1499,-0.7739,6.3,5.23,-8.43,-1.54,1.37,10.18
F ,171062,82
L ,171062,107
I ,171085,0,3,1,3,0,3,1,0,0.0234,0.9197,0.1348,0.3678,-0.2338,-0.556,0.152,-0.7828,7.07,2.94,-10.43,0.17,3.57,10.23
F ,171085,87
I ,171095,0,3,1,3,0,3,1,0,0.027,0.9177,0.1265,0.3754,-0.238,-0.545,0.1536,-0.789,2.8,2.69,-7.53,22.94,-294.61,156.22
F ,171117,80
L ,171117,107
F ,171135,83
M ,171135,873,248,873.0,248.0,923,100,1532,1400
I ,171145,0,3,1,3,0,3,1,0,0.0236,0.8981,0.0962,0.4282,-0.2655,-0.469,0.1469,-0.8294,4.13,3.4,-8.5,5.17,9.39,10.3
F ,171145,84
L ,171145,107
M ,171145,873,248,873.0,248.0,923,100,1532,1400
I ,171156,0,3,1,3,0,3,1,0,0.0212,0.8921,0.0921,0.4417,-0.2737,-0.452,0.1417,-0.837,5.86,2.01,-9.5,5.42,8.15,10.13
F ,171156,84
L ,171156,107
M ,171156,873,248,873.0,248.0,923,100,1532,40090
F ,171185,84
L ,171185,106
M ,171185,873,248,873.0,248.0,923,100,1532,1400
I ,171195,0,3,1,3,0,3,1,0,0.0242,0.8592,0.0759,0.5052,-0.3073,-0.3785,0.1081,-0.8663,5.15,-0.98,-8.17,7.17,2.59,9.6
F ,171195,84
L ,171195,107
M ,171195,873,248,873.0,248.0,923,100,1532,1400
I ,171206,0,3,1,3,0,3,1,0,0.0263,0.8489,0.0728,0.5226,-0.3148,-0.3596,0.097,-0.8729,5.05,-0.89,-8.17,7.09,1.2,9.64
F ,171206,82
L ,171206,107
I ,171235,0,3,1,3,0,3,1,0,0.0245,0.814,0.0692,0.576,-0.3312,-0.3031,0.0623,-0.8913,5.88,-0.68,-8.18,7.53,-3.86,10.93
F ,171235,87
L ,171235,107
L ,171245,107
M ,171245,873,0,-26338.0,-15870.0,55319,59122,60149,46593
F ,171256,82
L ,171256,107
M ,171256,873,248,873.0,248.0,923,100,1532,1400
I ,171285,0,3,1,3,0,3,1,0,-0.0046,0.7433,0.0836,0.6636,-0.3278,-0.1994,0.015,-0.9232,7.19,2.38,-5.8,8.63,-3.3,10.96
F ,171285,78
L ,171312,107
I ,171335,0,3,1,3,0,3,1,0,-0.031,0.6581,0.095,0.7462,-0.2972,-0.0971,-0.0031,-0.9498,7.34,-1.21,-3.52,9.84,0.37,13.88
F ,171335,79
L ,171335,107
F ,171345,80
L ,171345,107
I ,171356,0,3,1,3,0,3,1,0,-0.0394,0.6218,0.0968,0.7761,-0.2871,-0.0603,-0.0133,-0.9559,8.14,0.15,11.06,1.05,13.48,26.3
I ,171372,0,3,1,3,0,3,1,0,-0.0503,0.5859,0.1002,0.8025,-0.2817,-0.0236,-0.0219,-0.9589,8.47,4.73,0.14,11.22,0.75,11.01
F ,171372,79
L ,171372,107
I ,171385,0,3,1,3,0,3,1,0,-0.056,0.5684,0.1011,0.8145,-0.2807,-0.0059,-0.0238,-0.9594,7.86,5.36,0.95,11.64,0.5,9.31
F ,171385,79
L ,171385,107
I ,171395,0,3,1,3,0,3,1,0,-0.0612,0.5515,0.1003,0.8258,-0.2806,0.0115,-0.0235,-0.9594,7.76,5.23,1.38,11.98,0.97,8.96
F ,171395,78
L ,171395,107
I ,171406,0,3,1,3,0,3,1,0,-0.0654,0.5358,0.0968,0.8361,-0.281,0.0289,-0.0208,-0.959,7.9,3.92,1.62,12.6,1.01,8.39
F ,171406,74
L ,171406,107
I ,171412,0,3,1,3,0,3,1,0,-0.0683,0.5212,0.0902,0.8458,-0.2819,0.0457,-0.0159,-0.9581,7.9,3.92,1.62,11.51,1.9,5.73
F ,171412,77
L ,171412,107
I ,171422,0,3,1,3,0,3,1,0,-0.0698,0.5079,0.0806,0.8547,-0.2837,0.0621,-0.01,-0.9568,6.55,-1.62,4.65,13.98,2.01,4.48
F ,171422,74
L ,171422,106
I ,171435,0,3,1,3,0,3,1,0,-0.0705,0.496,0.0694,0.8626,-0.2864,0.0773,-0.0034,-0.9549,5.48,-4.3,5.03,14.47,2.3,2.65
F ,171435,77
L ,171435,106
I ,171445,0,3,1,3,0,3,1,0,-0.0703,0.4862,0.0573,0.869,-0.2895,0.0914,0.0036,-0.9527,3.99,-6.13,9.31,17.04,2.36,1.0
F ,171445,72
L ,171445,106
I ,171456,0,3,1,3,0,3,1,0,-0.0694,0.4784,0.0455,0.8742,-0.2927,0.1032,0.0103,-0.9505,4.55,-9.78,9.27,15.97,0.37,-6.11
F ,171456,81
L ,171456,106
I ,171461,0,3,1,3,0,3,1,0,-0.0682,0.4735,0.0356,0.8773,-0.2956,0.1112,0.0166,-0.9486,4.55,-9.78,9.27,15.63,-0.7,-7.03
F ,171462,74
L ,171462,106
I ,171471,0,3,1,3,0,3,1,0,-0.0672,0.4713,0.0291,0.8789,-0.2982,0.1146,0.0209,-0.9473,3.6,-6.26,7.28,13.65,-2.19,-6.73
F ,171472,70
L ,171472,107
I ,171485,0,3,1,3,0,3,1,0,-0.0671,0.4718,0.0265,0.8787,-0.3007,0.1134,0.0227,-0.9466,5.88,-5.13,1.84,11.35,-2.39,-4.8
F ,171485,72
L ,171485,106
I ,171495,0,3,1,3,0,3,1,0,-0.0678,0.4746,0.0272,0.8771,-0.3031,0.1078,0.0224,-0.9465,6.57,-3.36,0.23,10.51,-4.69,3.46
F ,171495,78
L ,171495,2
F ,171522,81
L ,171522,10
F ,171545,92
I ,171556,0,3,1,3,0,3,1,0,-0.0841,0.5067,0.0579,0.856,-0.2888,0.0723,0.0174,-0.9544,5.98,2.28,-3.84,2.73,-4.23,10.26
I ,171561,0,3,1,3,0,3,1,0,-0.0864,0.5116,0.0594,0.8527,-0.28,0.0684,0.0177,-0.9573,5.98,2.28,-3.84,-17.27,-10.67,1.75
F ,171561,207
L ,171561,106
I ,171571,0,3,1,3,0,3,1,0,-0.0885,0.517,0.0588,0.8493,-0.2711,0.0592,0.0146,-0.9605,15.01,0.0,2.26,-3.43,2.56,6.7
I ,171595,0,3,1,3,0,62,32,254,-0.2527,0.033,0.0103,-0.9669,0.176,-0.0476,0.0377,-0.0358,1.62,-96.99,14.25,3.74,5.34,7.69
F ,171621,18720
F ,171645,571
L ,50330827,1506
F ,171655,571
L ,171655,106
I ,171661,0,3,1,3,0,3,1,0,-0.1434,0.5366,0.1314,0.8211,-0.22,-0.0649,0.0624,-0.9713,13.07,6.96,2.77,5.11,-7.05,13.21
F ,171661,572
L ,171661,107
I ,171671,0,3,1,3,0,3,1,0,-0.1463,0.5415,0.1318,0.8173,-0.2192,-0.0739,0.0676,-0.9704,12.68,-7.46,-2.93,8.47,-6.98,19.4
F ,171671,577
L ,171671,106
I ,171685,0,3,1,3,0,3,1,0,-0.1466,0.5474,0.1278,0.8139,-0.2192,-0.0832,0.0691,-0.9696,8.78,-15.69,-3.3,8.77,-7.69,15.89
F ,171685,585
L ,171685,107
F ,171687,584
L ,171687,107
I ,171695,0,3,1,3,0,3,1,0,-0.1461,0.5534,0.1225,0.8107,-0.2193,-0.0903,0.0684,-0.969,6.76,-12.06,-2.91,4.44,-2.91,12.48
I ,171705,0,3,1,3,0,3,1,0,-0.1468,0.5588,0.12,0.8072,-0.2195,-0.0958,0.0666,-0.9685,7.4,-9.5,-4.8,6.53,-1.12,14.56
F ,171705,587
L ,171705,106
L ,171707,107
I ,171711,0,3,1,3,0,3,1,0,-0.1498,0.564,0.1218,0.8027,-0.2199,-0.0991,0.064,-0.9683,9.35,-0.41,-1.41,4.78,-0.87,12.14
F ,171711,585
I ,171721,0,3,1,3,0,3,1,0,-0.1543,0.5686,0.1263,0.798,-0.2203,-0.1011,0.0614,-0.9682,10.35,1.83,-1.62,4.76,-0.07,13.55
F ,171721,583
L ,171721,107
I ,171755,0,3,1,3,0,3,1,0,-0.1644,0.5816,0.1353,0.785,-0.2206,-0.1047,0.0574,-0.968,8.11,2.63,-1.92,2.13,1.66,8.67
F ,171755,564
I ,171761,0,3,1,3,0,3,1,0,-0.1665,0.585,0.1358,0.7819,-0.2205,-0.1047,0.0574,-0.968,8.65,1.2,-1.51,3.02,0.89,10.1
F ,171761,559
L ,171761,107
I ,171771,0,3,1,3,0,3,1,0,-0.1688,0.5885,0.1364,0.7787,-0.2204,-0.1049,0.0579,-0.968,10.6,2.08,-2.39,2.1,-0.46,8.97
F ,171771,553
L ,171771,107
I ,171785,0,3,1,3,0,3,1,0,-0.1711,0.5921,0.1367,0.7755,-0.2145,0.4864,0.0769,0.0768,7.69,2.49,153.83,161.33,207.66,123.04
I ,171822,0,3,1,3,0,3,1,0,-0.1783,0.6035,0.1314,0.7659,-0.2197,-0.1058,0.0621,-0.9677,9.98,-4.13,-0.86,1.73,-0.62,8.56
F ,171822,518
L ,171822,106
I ,171835,0,3,1,3,0,3,1,0,-0.1794,0.606,0.1292,0.764,-0.2196,-0.1067,0.0629,-0.9676,8.6,-3.47,0.81,4.01,-0.93,11.27
F ,171835,510
L ,171835,106
F ,171837,508
L ,171837,107
I ,171845,0,3,1,3,0,3,1,0,-0.1807,0.6082,0.1273,0.7623,-0.2197,-0.1067,0.0625,-0.9676,7.01,-3.61,2.69,2.98,-0.91,9.86
I ,171854,0,3,1,3,0,3,1,0,-0.1824,0.6102,0.1263,0.7604,-0.2197,-0.1072,0.0622,-0.9676,8.85,-2.85,0.44,3.08,-1.21,10.35
F ,171854,501
L ,171854,107
I ,171861,0,3,1,3,0,3,1,0,-0.1844,0.6128,0.126,0.7579,-0.2198,-0.1079,0.0618,-0.9675,8.85,-2.85,0.44,2.32,-0.88,8.96
F ,171861,500
L ,171861,107
I ,171885,0,3,1,3,0,3,1,0,-0.1878,0.617,0.1254,0.7537,-0.2198,-0.1093,0.062,-0.9674,9.47,-1.61,1.02,1.22,-0.79,7.94
F ,171885,491
L ,171885,107
I ,171895,0,3,1,3,0,3,1,0,-0.1889,0.6192,0.1247,0.7518,-0.2197,-0.1098,0.0621,-0.9673,7.98,-0.43,1.41,2.47,-0.2,9.42
F ,171895,490
L ,171895,107
I ,171905,0,3,1,3,0,3,1,0,-0.1896,0.6214,0.1236,0.75,-0.2199,-0.1096,0.0617,-0.9674,9.75,-1.91,0.81,1.08,-0.8,7.63
F ,171905,488
L ,171905,107
F ,171907,485
L ,171907,105
I ,171911,0,3,1,3,0,3,1,0,-0.1898,0.6243,0.1223,0.7477,-0.2198,-0.1104,0.062,-0.9672,11.94,-2.76,-1.09,3.44,-0.89,10.97
I ,171922,0,3,1,3,0,3,1,0,-0.1897,0.6278,0.1209,0.7451,-0.2198,-0.1107,0.0621,-0.9672,11.93,-1.75,-0.12,2.64,-0.31,9.42
F ,171922,477
L ,171922,107
I ,171934,0,3,1,3,0,3,1,0,-0.1892,0.6304,0.1192,0.7433,-0.2197,-0.1117,0.0626,-0.9671,9.09,-2.65,1.53,3.56,-0.82,11.23
F ,171934,477
L ,171934,107
I ,171944,0,3,1,3,0,3,1,0,-0.1884,0.6329,0.1172,0.7416,-0.2198,-0.112,0.0624,-0.967,5.48,-1.95,2.57,3.22,-0.89,9.68
F ,171944,468
L ,171944,107
I ,171954,0,3,1,3,0,3,1,0,-0.1875,0.6357,0.1154,0.7398,-0.2199,-0.1118,0.0618,-0.9671,8.97,-2.91,0.97,1.6,-1.14,8.09
F ,171954,461
L ,171954,107
I ,171984,0,3,1,3,0,3,1,0,-0.1849,0.6457,0.112,0.7322,-0.22,-0.1127,0.0608,-0.967,8.09,-2.06,0.09,2.97,-0.64,9.97
I ,171994,0,3,1,3,0,3,1,0,-0.1843,0.6484,0.1112,0.7301,-0.22,-0.113,0.0605,-0.9669,8.35,-1.59,0.02,2.91,-0.73,9.86
F ,171994,432
L ,171994,107
I ,172005,0,3,1,3,0,3,1,0,-0.1837,0.6512,0.1107,0.7279,-0.2201,-0.1134,0.0602,-0.9669,9.63,-2.04,-0.25,2.65,-0.75,9.81
F ,172005,422
L ,172005,107
L ,172007,107
F ,172011,424
I ,172022,0,3,1,3,0,3,1,0,-0.1826,0.6571,0.1099,0.723,-0.2203,-0.1138,0.0598,-0.9669,9.56,-1.75,-0.25,2.25,-0.91,9.15
F ,172022,408
L ,172022,107
I ,172034,0,3,1,3,0,3,1,0,-0.182,0.66,0.1096,0.7205,-0.2204,-0.1139,0.0598,-0.9668,10.05,-1.74,-0.81,2.31,-0.72,9.47
F ,172034,393
L ,172034,107
I ,172044,0,3,1,3,0,3,1,0,-0.1813,0.6629,0.1092,0.7181,-0.2205,-0.114,0.06,-0.9667,9.86,-1.0,-0.68,2.7,-0.54,9.68
F ,172044,383
L ,172044,107
I ,172054,0,3,1,3,0,3,1,0,-0.1806,0.6656,0.109,0.7158,-0.2208,-0.114,0.0604,-0.9667,9.72,-0.79,-1.61,2.46,-0.37,9.28
F ,172054,375
L ,172054,107
I ,172061,0,3,1,3,0,3,1,0,-0.1801,0.6683,0.1088,0.7134,-0.2209,-0.1141,0.0609,-0.9666,9.47,-0.63,-1.15,2.57,-0.51,9.55
F ,172061,361
L ,172061,107
I ,172072,0,3,1,3,0,3,1,0,-0.1794,0.671,0.1085,0.7111,-0.2211,-0.1143,0.0616,-0.9665,9.56,-0.93,-1.29,2.5,-0.79,9.28
F ,172072,350
L ,172072,107
L ,172077,107
I ,172083,0,3,1,3,0,3,1,0,-0.1786,0.6738,0.1079,0.7088,-0.2212,-0.1144,0.0623,-0.9664,9.73,-1.58,-2.05,2.43,-0.69,9.32
F ,172084,334
L ,172087,109
I ,172093,0,3,1,3,0,3,1,0,-0.1777,0.6765,0.1072,0.7064,-0.2213,-0.1146,0.0631,-0.9663,9.36,-1.91,-1.0,2.75,-0.85,9.5
F ,172094,318
I ,172104,0,3,1,3,0,3,1,0,-0.1767,0.6791,0.1063,0.7043,-0.2214,-0.1148,0.0637,-0.9662,9.56,-1.8,-1.44,2.28,-1.04,9.14
F ,172104,311
L ,172104,113
I ,172111,0,3,1,3,0,3,1,0,-0.1757,0.6818,0.1055,0.7021,-0.2216,-0.1151,0.0644,-0.9661,9.92,-1.28,-1.54,2.11,-1.0,8.85
F ,172111,299
L ,172111,116
L ,172117,118
I ,172122,0,3,1,3,0,3,1,0,-0.1748,0.6845,0.1047,0.6998,-0.2219,-0.1157,0.065,-0.966,10.26,-1.26,179.52,0.02,-244.86,2.85
L ,172127,120
I ,172133,0,3,1,3,0,3,1,0,-0.1739,0.6871,0.1038,0.6976,-0.2221,-0.1163,0.0657,-0.9658,8.89,-1.0,-0.49,1.89,-0.68,8.56
F ,172134,272
I ,172153,0,3,1,3,0,3,1,0,-0.1716,0.6918,0.1015,0.6939,-0.2224,-0.1178,0.0676,-0.9654,9.85,-1.35,-1.79,2.25,-0.92,9.03
F ,172153,246
L ,172153,127
I ,172161,0,3,1,3,0,3,1,0,-0.1706,0.6943,0.1004,0.6918,-0.2225,-0.1187,0.0686,-0.9652,9.5,-1.74,-1.38,2.84,-0.66,9.6
F ,172161,247
L ,172161,130
F ,172167,248
L ,172167,132
I ,172183,0,3,1,3,0,3,1,0,-0.1684,0.699,0.0982,0.6879,-0.2227,-0.1203,0.0707,-0.9648,9.07,-1.49,-1.34,2.79,-0.91,9.5
F ,172183,235
L ,172183,138
F ,172194,242
L ,172194,141
L ,172197,143
I ,172204,0,3,1,3,0,3,1,0,-0.166,0.7037,0.0958,0.684,-0.223,-0.1217,0.0728,-0.9644,9.31,-2.61,-1.19,2.65,-0.92,9.18
F ,172204,203
